Soskel,Tactician,5,Tactician's Gambit,5,M,,Players collectively return up to two cards from their discard piles to their hands.#Reveal the turn order deck and return it in any order.,,"0,2,4,4","C,C,C,L2-MS-03,S","C,C,C,L2-MS-02,S",,,,,"It was only just a few weeks ago that I told Talix I'm getting too old for this. He said something like Brama's twice your age and she's still up and kicking which is ironic looking back on it. That's what I get for falling in love with a comedian. Back in the day, when I was younger, I begrudged my role in all of this so much. I had money, I had influence, everything I should have needed was inherited from my parents, and yet still I was greedy for the one thing I couldn't seem to master. Magic. newline Even though I was an adult, Mist still did her best to teach me breach magic. I think seeing the Fall was what convinced her. Seeing that changed both of us. We knew New Gravehold would need every scrap of protection it could get, that this was a time for us all to pull together and protect each other. I still believe in that goal, even now that I regret somewhat taking on the responsibility of protecting my people. I still believe in that goal, even though Mist isn't here fighting by my side any longer. I will not allow what Z'hana is doing to destroy my new family's home like it destroyed my last one.",Legacy of Gravehold (Gravehold)
Ilya,Force of Aether,3,Surge of Power,5,M,,Reveal the top four cards of your deck. Place any number of spells revealed this way into your hand. You may prep spells to closed breaches this turn. You may prep up to two spells to each of your breaches this turn.,,"0,0,4,4","C,C,C,C,Az-1b-06","C,C,Az-1b-14,S,S",,,,,"There is an old story passed down amongst our people about a pair of Tethers who once set out to discover the source of aether. One Tether sat in a stream and declared: ""This is the nature of our magic. It bends and flows, wrapping around obstructions and continuing on."" The other Tether sat on a rock warmed by the sun and declared: ""This is the nature of our magic. It builds up slowly until it can be felt, even though it is invisible."" The pair argued over the nature of magic until the sun slipped below the horizon and the glow bugs began to rise from the grass. They grew angrier and angrier until they marched away in opposite directions. And it was only when they were apart that they realized that the true nature of magic was connection, between them, between the water and the rocks, within the life they shared. newline I don't think Brama and Z'hana truly understand what they are arguing about. I think they have both set their feet so far into the stone that it would hurt too much to move. It's not about magic. It's about people. And the people alive right now, in both their city and my village, are suffering because of this endless disagreement. It is time to settle it, for all of our sakes.",Legacy of Gravehold (Azer)
Kel,Source of Aether,4,Absorb Aether,5,M,,"Any ally places up to two cards from their hand or discard pile into your discard pile.#Then, if you have ten or more cards in your discard pile, shuffle any player's turn order card into the turn order deck.",,"0,3,4,4","C,C,UNKNOWN,Az-1b-15,S","C,C,C,C,S",,,,,"Ilya and I didn't plan to get mixed up in any of this. Our elders teach us to care for strangers as we would care for our own Tether, and when she stumbled across our village Z'hana was certainly about as strange as one gets. Even Ilya was delighted to learn all her strange magic, the way she opened her breaches, her attunement to the great wells of aether trapped inside gems and geodes instead of the little bits we Azerians find flowing through every living being. We taught her, she taught us, and we assumed it would end there. newline Now, dragged halfway through the Void and facing down what seems to be yet another apocalyptic threat, I find myself wondering how we got here. These are not our leaders. These are not our fights. New Gravehold made it our problem when they emerged from their underground world and began disrupting the natural patterns of the surface Portalborn, and that's the only reason I'm still fighting now. To protect my people. My village. My beloved Ilya. Those are the only things that truly matter. ",Legacy of Gravehold (Azer)
Qu,Builder,4,Feed the Corruption,4,M,,Any ally draws two cards. Any player destroys up to two cards in hand or discard pile.,"Set the builder and destroyer tokens on your mat with the side labeled ""Start"" faceup.","0,4,4,3","C,C,C,Az-1b-25,S","C,C,C,S,Az-1b-31",,,,,"I don't think any of us are the same after what we saw at the Fountain of Souls. I've barely had a moment alone with Taqren to talk to him about it. He isn't like me. I grew up there, in that cold and barren place. It has warped me beyond the point of proper humanity. But that was his first time stepping beyond the edge of a Void portal, and I don't think he has yet recovered from the sudden understanding that comes from tasting the tainted air. Everything in that world is pain. My life growing up, my father's exile, the lives of the Nameless, it's all constant, unending pain. I wonder how many of them, like Thraxir, could regain their sanity if they just had the opportunity to escape from that. Perhaps that is why Necroswarm could be so gentle with Inco. newline Taqren doesn't want to abandon his mother, but I can tell he is afraid of the lines she's crossing. It is not in his nature to transgress from tradition. He just wants to keep everyone safe. He simply doesn't see the difference between keeping humanity safe, and protecting a thing like me, or my father, or any of the people Brama would turn her back on for the greater good. That's why I love him. That's why I trust him with my life. ",Legacy of Gravehold (Azer)
Taqren,Reignited Guardian,3,Guardian's Strength,5,<Unknown ability type>,,Activate during your turn:#Focus any player's breach or any ally preps a spell to one of their opened or closed breaches. Repeat this three times.,"Taqren's III breach is the Fortified breach. When a spell is cast through the Fortified breach, the player who cast the spell gains \Money equal to the nemesis tier. Taqren's IV breach is the Garrison breach. When a spell is cast through the Garrison breach, it deals additional damage equal to the nemesis tier.","0,3,4,4","C,C,C,Az-1b-35,S","C,C,C,C,S",,,,,"I have a horrible feeling in the pit of my stomach that no matter the outcome of this clash between Brama and my mother, we're going to lose something very important to us all. I don't know yet what it will be, but perhaps my role in all of this is to help us remember and regain it. I thought I could be the shield that my mother always raised me to be, the defender of my people, but I don't even know anymore who I am defending. The people I once fought alongside seem to fear the Void to the point of hurting mages who have never done anything but try to help, while my mother's heart is so wounded that she doesn't care who she hurts in pursuit of her goals. newline All I can do now is keep my friends close to me. The people I know and trust, the people I love. People like Qu, or Kel and Ilya who have proven themselves to be mages with kind hearts and good intentions. My old friends, like Sahala and Gygar, waiting back in New Gravehold. These are the people I owe myself to protect, even if the city of New Gravehold were to crumble and disappear.",Legacy of Gravehold (Azer)
Claudia,Visionary,4,Aetherial Echo,4,M,,"Any player gains 3 life.#OR#The next time you gain a card this turn you may place it into any ally's hand. Then, any ally gains a copy of the same card and places it into their hand.",,"0,2,3,4","C,C,C,L2-CN-02,S","C,C,L2-CN-03,S,S",,,,,"Ever since I was born, Brama has been leading this city. I'm pretty sure she was leading old Gravehold back when my dad was a kid too. I tried asking him, once, just how old she was, and he gave me this look like don't go around poking beehives with sticks, Claudia, and since I'm pretty allergic to bees I just left it there. I'm getting distracted. The point is, New Gravehold is great. It's my home and I love it here! But I can't help but think sometimes if the reason we're all so happy while being attacked by monsters is because no one's ever lived in a world where nobody ever gets attacked by monsters. Which is kind of sad when you think about it, because I think about that world all the time. Imagine what we could build if we didn't have to constantly be repairing and rebuilding all the time! newline And sometimes, I think it might be the same with Brama. She's always been around. And she's done such a great job! I don't think I could have done any better. I'm not exactly leadership material, I know. But maybe after all this time, people have just kind of forgotten how to imagine a world that's any different.",Legacy of Gravehold (Gravehold)
Nook,Timeless,8,Time Ripple,5,M,,Return up to three Crystals from your hand or discard pile to the Regularity deck. Place up to three Anomaly cards from the Regularity deck into your hand.,Set four Crystals and one Spark next to this mat to form the Regularity deck.,"9,3,4,4","L2-CN-07,C,S,L2-CN-04,L2-CN-05","C,C,S,L2-CN-08,L2-CN-06",,,,,"It has been, will be, would be nice to get to work in the ruins of Old Gravehold with Gygar. Living in the past, just like me. The way that time curls around me was still odd, but under the eyes of Gygar and Indira I will be improving. Was improving. Am improving. It just takes concentration. Looked at the world, when will it be, what is happening, when am I now and when was the trees, the rocks around me, what came first. They came first. I came second. It just will, did, takes concentration. I could even hold multiple breaches in my focus at once again. Like my old self that I once could have become if not for the accident that will always happen at some point in my past. newline Concentrating. newline It is nice to work in the ruins of Old Gravehold with Gygar. Indira thinks it was good for me. Stone has always been stable, in the past, the present, the future. It was and will be buildings again but now and always it is stone. Some things did not, do not, will never change. It is helpful, to think of the rocks. Helped me concentrate. Our city may be changing, but not everything in the world will be. The stones will always be. It has been helpful, to work with the stones.",Legacy of Gravehold (Gravehold)
Razra,The Tamer,7,Train Rip,4,M,,"Destroy a card with ""Rip"" in its name in your hand. Gain a card with ""Rip"" in its name from the personal upgrade deck that costs up to 3$ more than the destroyed card and place that card into your hand.#OR#Return to your hand all cards with ""Rip"" in their name that you have played this turn or that are in your discard pile.","Set aside all cards with ""Rip"" in their name that cost more than 0 \Money. These form Razra's personal upgrade deck. Cards in this deck can only be gained using Razra's Train Rip ability.","0,3,4,4","C,C,C,L2-TR-03,S","C,C,C,UNKNOWN,S",,,,,"I gotta say, I wasn't expecting the traitor mage to come to me. After all the nasty business went down with my being hooked up to that awful life draining thing and then fighting Necroswarm, I wanted to go south right away to try and find them, but Inco said he needed to stay behind and help his dads rebuild the Outpost. I didn't mind, because I'm not much for a clingy boyfriend anyway. Just Rip and I together are good enough. Always has been, always will be. newline But it only took a month or so of exploring the southern wilds before I started stumbling on all sorts of folks, villages, mages with weird kinds of surface magic I'd never seen before! Not a group of Xaxos followers either, these people have apparently been living here for more years than they can even remember, probably way before our ancestors went underground to build Gravehold. My new friend Reth, she's incredible--reminds me of Inco, kind of. The same kind of prickly--she said that the real danger in the woods is New Gravehold itself because it's so big and cleared out so many trees that it's attracting all kinds of Nameless (well, she calls 'em Portalborn) who normally would have just wandered around harmlessly. I'd always thought Inco was just misremembering his childhood when he said he was raised by a nice Nameless. But I guess there's all kinds of stuff on the surface I'd never have imagined. With all of that, it's not such a stretch to forgive Z'hana for being the traitor. I'm sure she had a good reason for almost killing me. But when this is over, I'm gonna give her one good punch in the nose. Just to get proper even.",Legacy of Gravehold (Azer)
Thraxir,The Returned,3,Sever Reality,6,<Unknown ability type>,,Activate after the turn order deck is shuffled:#Reveal cards from the top of the turn order deck equal to the number of opened breaches you have. Return those cards to the top of the turn order deck in any order. You may place the top card of the turn order deck in the turn order discard pile.,"Thraxir's I breach is the Memory breach. When a spell is cast from the Memory breach, focus any player's closed breach with the lowest focus cost.","0,4,4,4","C,C,C,L2-TR-18,S","C,C,C,S,S",,,,,"It is the sad, eternal condition of humanity to believe that their problems are unique to their time. I return from the Void and I see my home in ruins, sunk beneath the water. I return to my mind, so long lost to me, and I see the people I once fought alongside fighting each other. Brama, at least, ought to know better. She should remember, as I do, that the arguing of the conclaves of sisters nearly tore our families apart: half of us desiring to remain in our surface home and abide the Nameless as we always have, the others seeking to flee underground and forge stronger defenses that would keep us safe. Brama championed the latter then, and I stood by her side against her many detractors. I wonder if she has forgotten the feeling of fighting against tradition for necessary change. newline Perhaps that is the curse of growing old. To fail to see when you yourself have become the institution against which progress must battle. Maybe, through my graceless death and unhappy return, I am the only one who has been spared this inevitable descent into stagnancy. My very soul has changed, and changed again. I cannot very well ignore the potential to change once more.",Legacy of Gravehold (Azer)
Indira,Ascended Apprentice,5,Reanimate Magic,6,M,,Cast up to two spells from your discard pile.#You may destroy a card in your discard pile.,"When you cast a spell from your discard pile, leave it where it is in your discard pile.","9,0,3,9","C,C,C,S,L2-YI-02","C,C,C,L2-YI-03,S",,,,,"Brama never wanted to teach me. Even before the Fall she scoffed at my irregular magic. She was afraid I would be poisoned by the teachings of Yan Magda, and I suppose, in a way I was. I learned what I was truly capable of. The version of me Brama was too afraid to nurture. newline Since then, Brama's paranoia has only grown worse. When Xaxos vanished into the Void, I celebrated alongside my people. When Brama exiled Arachnos and Karak for staging a rebellion against her, I believed again that it was for the best. When she forbade Mist from Voidwalking, I thought it was a necessary precaution. When Garu was exiled for trying to open a Void portal, I assumed that there was nothing else that could be done. And so finally, when Brama came to the home of my teacher to sentence her to an isolated life in the wilds, I merely sat and watched it happen. newline Everyone is gone, and I am still here, because deep down I am a coward. Too afraid of losing my home that I have lost all my comrades. Too desperate to fit in to accept that without Void magic, I would still be that same powerless child Brama refused all those years ago. I was afraid then. I cannot be afraid now.",Legacy of Gravehold (Azer)
Yan Magda,Recovered Exile,4,Devour Magic,5,M,,"Cast a spell prepped to an opened Incanted breach three times, then reset that breach to its starting position.",Yan Magda's III and IV breaches are the Incanted breaches. Incanted breaches have no special effects. ,"0,2,3,3","C,C,C,L2-YI-04,S","C,C,C,C,S",,,,,"I'm too old now to properly hate Brama for exiling me from New Gravehold. When she came to me after doling out the fates of so many others who spoke out against her traditions in favor of experimentation with Void magic, the only thing I could think to say was why has it taken so long? I knew it would come. I'd been keeping my bags ready by the door for months. And compared to the Black Mausoleum, my little cottage in the wilds is a paradise. newline You see, at her core Brama is nothing but a coward. That is why she has made such a good leader all these years. After all, Gravehold was a city of cowards, who hid underground and trembled behind their walls. Even now that they have emerged from the ruins of their city, still they cower behind their safe and familiar lifestyles. The people do not want me to live among them. They do not want the discomfort of having to acknowledge that the Void exists. It is an inescapable part of their world, but they would rather treat it as the monster beneath their beds. A shadow that belongs outside the walls. I am a part of that shadow, so they put me outside and pretend I no longer exist. newline Just like the Fall, these wild Void portals are somewhat of a blessing in disguise. It's time for this city to wake up and realize that nowhere is truly safe.",Legacy of Gravehold (Azer)
